elevation, aspect, slope, horizontal_distance_to_hydrology,vertical_distance_to_hydrology, Horizontal_Distance_To_Roadways, Hillshade_Noon, Hillshade_3pm, Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2380,110,10,124,6,537,229,120,842,3,3,3
2676,100,25,108,43,2388,198,60,2413,3,4,3
2526,146,14,124,23,888,237,124,1464,3,4,3
2594,183,18,42,10,1639,249,153,2768,3,4,3
2608,147,17,306,73,1518,236,119,2188,3,4,3
2681,145,19,190,47,2412,233,112,2334,3,4,3
2651,75,8,467,33,972,225,127,994,3,11,3
2503,45,18,256,75,967,198,104,1159,3,4,3
2515,225,37,150,94,1727,244,212,446,3,4,3
2567,181,17,210,39,1060,248,151,1182,3,4,3
2610,142,3,234,65,2657,238,151,731,3,3,3
2455,228,34,42,24,1786,247,214,295,3,4,3
2518,174,28,285,132,306,241,131,990,3,4,3
2631,256,6,424,205,2163,244,176,404,3,3,3
2609,148,8,268,52,2664,240,141,752,3,3,3
2688,200,13,150,-4,1909,251,169,270,3,4,3
2520,32,17,247,72,1140,199,116,1019,3,10,3
2840,143,9,569,110,2742,238,135,1902,3,4,3
2602,199,20,319,-1,1572,253,170,800,3,4,3
2696,166,9,190,27,979,243,148,481,3,3,3
2472,57,13,268,116,566,212,115,768,3,11,3
2534,49,15,360,74,1048,207,112,1253,3,4,3
2742,197,14,297,146,2875,251,167,1351,3,4,3
2706,101,15,162,16,2312,218,99,2458,3,11,3
2544,220,24,108,30,1034,254,197,1632,3,4,3
2587,131,18,162,28,1506,227,102,2434,3,4,3
2774,69,16,342,55,2947,207,99,1358,3,3,3
2845,103,9,553,115,2773,229,125,1866,3,32,3
2631,215,24,90,39,3078,254,191,1376,3,4,3
2556,145,17,175,73,1860,235,118,774,3,4,3
2590,150,13,331,86,853,239,130,1448,3,3,3
2394,139,10,234,67,324,237,131,759,3,3,3
2462,234,14,277,61,771,252,192,1057,3,3,3
2507,178,22,182,-42,1337,247,144,1318,3,4,3
2501,68,5,0,0,1291,230,139,808,3,3,3
2550,199,22,95,22,1110,252,171,1301,3,4,3
2603,81,17,499,199,1120,207,90,819,3,4,3
2670,123,16,255,0,1468,227,106,899,3,3,3
2630,13,16,295,77,543,205,136,1092,3,10,3
2536,108,14,30,-6,1301,223,107,1411,3,4,3
2450,152,13,360,42,330,240,133,1074,3,3,3
2360,127,26,60,19,335,213,72,781,3,4,3
2382,125,18,201,45,255,224,99,752,3,4,3
2629,193,22,85,22,1986,251,163,2685,3,4,3
2414,70,5,268,23,495,230,140,800,3,3,3
2643,158,19,351,84,1676,239,125,2402,3,4,3
2596,172,18,295,68,979,245,141,1100,3,4,3
2574,22,26,190,69,1421,176,107,553,3,10,3
2549,241,17,306,64,2348,252,201,509,3,4,3
2713,177,19,408,-16,2274,247,146,2364,3,4,3
2542,167,16,150,33,1932,244,139,1761,3,3,3
2558,146,9,319,112,624,239,139,999,3,4,3
2391,68,18,124,21,474,202,92,875,3,4,3
2496,225,13,95,38,741,252,185,942,3,4,3
2454,206,35,85,53,1442,246,180,716,3,4,3
2652,100,18,134,37,2289,213,89,2427,3,11,3
2488,232,25,42,20,849,253,209,834,3,4,3
2564,146,24,212,60,959,228,98,1571,3,4,3
2445,93,20,67,3,1860,206,80,295,3,10,3
2458,226,24,201,32,1961,254,203,67,3,4,3
2509,90,9,0,0,1361,227,125,1263,3,4,3
2522,231,12,42,6,1101,251,186,1664,3,4,3
2465,135,23,30,4,1262,223,90,598,3,4,3
2663,154,7,0,0,1924,241,145,1771,3,17,3
2460,205,27,127,51,1342,252,179,875,3,4,3
2455,192,27,60,31,997,249,159,750,3,4,3
2524,120,14,162,64,1020,227,110,1430,3,4,3
2454,142,20,240,-88,1260,231,106,1584,3,4,3
2742,172,29,180,76,2041,239,126,2294,3,4,3
2599,349,9,272,0,840,225,160,1167,3,4,3
2646,333,10,481,118,725,228,169,1003,3,3,3
2748,84,15,283,58,2841,212,98,1263,3,3,3
2777,147,16,210,13,942,237,123,706,3,3,3
2527,104,14,150,38,335,222,107,1329,3,10,3
2521,154,18,90,12,1034,238,122,1634,3,4,3
2529,168,12,295,71,882,245,145,973,3,3,3
2475,192,18,60,17,2012,251,163,301,3,4,3
2681,144,8,210,57,1595,239,139,1249,3,11,3
2478,63,23,124,19,1848,185,71,390,3,10,3
2409,290,5,134,9,626,239,172,931,3,3,3
2475,354,19,323,74,1150,204,154,832,3,10,3
2694,144,10,390,145,2374,238,133,949,3,3,3
2672,66,10,313,35,1044,219,121,997,3,11,3
2604,252,17,331,4,782,249,206,1198,3,4,3
2453,257,11,30,16,1084,247,190,765,3,14,3
2665,126,15,446,21,722,229,110,458,3,3,3
2669,123,8,361,20,1744,234,132,2324,3,3,3
2471,186,16,175,67,972,250,157,1332,3,3,3
2530,42,12,60,0,1214,214,126,1516,3,10,3
2621,192,23,175,-11,1146,251,161,904,3,4,3
2608,18,18,228,55,481,198,128,1082,3,10,3
2593,221,4,342,71,2501,244,166,569,3,3,3
2612,147,14,277,84,870,238,127,1321,3,3,3
2435,32,31,127,34,1195,158,79,872,3,10,3
2491,244,27,85,36,1319,249,223,1177,3,3,3
2632,189,11,30,-6,1608,248,160,90,3,4,3
2705,99,14,134,15,2291,221,106,2468,3,11,3
2538,168,29,335,152,351,236,118,1020,3,4,3
2555,227,21,234,50,968,254,199,1504,3,4,3
2626,190,11,426,81,1631,249,161,1897,3,3,3
2739,32,14,255,68,2735,210,126,1170,3,3,3
2597,242,17,256,3,1812,251,201,1921,3,11,3
2596,101,4,306,57,1263,234,144,1706,3,4,3
2492,143,27,127,46,664,223,87,811,3,4,3
2749,86,13,300,60,2830,218,108,1261,3,3,3
2708,178,26,124,42,1974,244,139,2335,3,10,3
2488,221,15,492,-111,524,253,186,1207,3,3,3
2571,225,40,175,145,1897,241,213,330,3,4,3
2744,161,24,210,78,2106,237,117,2311,3,4,3
2545,136,15,255,93,659,233,116,934,3,4,3
2423,172,19,190,53,1120,245,140,1433,3,4,3
2519,121,11,60,-14,1291,231,120,1478,3,4,3
2572,140,12,30,2,1448,236,128,2563,3,17,3
2418,170,20,180,48,1140,244,135,1566,3,4,3
2558,357,21,90,49,1495,197,148,524,3,10,3
2595,345,15,277,37,443,215,164,882,3,11,3
2756,121,6,210,26,2524,235,139,2212,3,11,3
2365,112,11,42,3,450,228,119,771,3,4,3
2423,54,22,127,14,1460,188,84,525,3,10,3
2697,247,13,192,106,2700,250,195,1200,3,4,3
2419,203,20,60,12,1207,253,175,990,3,4,3
2503,209,19,458,-96,582,254,181,1261,3,3,3
2491,175,28,285,107,295,241,131,938,3,4,3
2614,174,4,42,15,2002,242,155,2044,3,4,3
2650,332,8,451,122,752,230,168,1026,3,3,3
2378,145,21,30,10,573,231,105,924,3,4,3
2630,196,4,277,26,1722,243,160,751,3,3,3
2527,158,10,300,39,912,242,141,1107,3,3,3
2474,152,8,0,0,927,240,142,779,3,4,3
2306,168,23,108,38,85,241,128,841,3,3,3
2446,61,30,242,48,1239,165,49,752,3,4,3
2642,94,14,95,30,1571,218,103,210,3,10,3
2680,224,24,218,73,2054,254,200,2592,3,4,3
2564,148,36,541,156,514,210,65,1380,3,4,3
2689,148,26,124,41,2140,227,94,2455,3,4,3
2637,214,21,42,15,2023,254,187,2092,3,4,3
2603,338,15,361,45,525,217,170,872,3,11,3
2597,104,9,400,69,720,229,124,1403,3,3,3
2596,208,10,400,78,2320,250,171,395,3,3,3
2670,108,12,624,24,730,225,112,1231,3,11,3
2587,186,35,95,57,2496,240,143,938,3,4,3
2687,83,4,120,9,2128,233,143,1797,3,17,3
2547,25,27,175,73,1481,171,100,495,3,10,3
2609,173,11,391,95,752,245,149,1613,3,4,3
2537,131,10,90,-11,1249,235,128,1440,3,4,3
2572,220,24,391,146,2165,254,196,268,3,4,3
2557,253,26,446,61,768,247,225,1191,3,3,3
2376,102,12,150,2,484,225,114,782,3,3,3
2455,93,31,120,61,726,177,31,1203,3,4,3
2509,207,12,175,20,999,251,172,939,3,4,3
2400,232,11,30,0,720,250,184,1044,3,3,3
2522,32,9,342,94,983,221,138,1243,3,4,3
2585,167,15,180,46,1284,244,140,1873,3,4,3
2753,105,11,360,1,730,226,116,450,3,11,3
2543,195,14,255,76,2215,251,166,361,3,4,3
2589,78,24,582,191,997,190,64,942,3,4,3
2461,71,19,175,50,1535,199,85,418,3,10,3
2582,81,6,162,-12,1390,230,136,1243,3,3,3
2533,229,27,108,42,1022,252,209,671,3,4,3
2629,200,17,256,101,931,253,171,1231,3,3,3
2516,172,20,0,0,1159,245,139,1414,3,3,3
2634,108,20,180,54,1718,212,81,1057,3,11,3
2725,137,16,319,142,2039,233,114,2596,3,4,3
2722,223,18,331,115,2089,254,191,2546,3,4,3
2570,160,13,566,110,595,242,138,716,3,3,3
2612,156,18,313,82,1537,239,125,2215,3,4,3
2551,32,4,0,0,1421,230,147,1114,3,17,3
2495,324,13,30,5,1237,226,178,1106,3,17,3
2569,25,4,408,168,875,231,150,916,3,3,3
2601,166,18,301,63,1008,243,135,1075,3,4,3
2644,332,7,454,116,793,231,167,973,3,3,3
2494,152,28,420,86,400,227,95,1195,3,3,3
2804,180,7,134,16,1168,244,156,1213,3,3,3
2523,244,33,134,69,1368,244,230,1226,3,3,3
2477,120,27,90,29,547,206,61,819,3,4,3
2413,187,10,210,62,420,247,159,731,3,3,3
2430,145,21,270,-103,1230,232,107,1543,3,4,3
2576,209,10,577,106,666,249,171,793,3,3,3
2476,137,16,210,11,446,232,112,959,3,4,3
2714,128,11,95,-2,2312,233,123,2423,3,11,3
2376,113,13,60,6,467,226,110,824,3,4,3
2427,52,21,162,21,1362,191,89,633,3,10,3
2588,231,20,120,68,1167,254,200,582,3,4,3
2334,116,11,30,0,285,229,118,713,3,3,3
2606,201,25,182,2,1832,252,173,1559,3,3,3
2378,108,11,134,4,510,227,117,812,3,3,3
2594,167,29,30,15,1782,235,116,1276,3,4,3
2699,122,10,120,15,1294,232,124,711,3,11,3
2444,83,18,42,3,1830,206,88,309,3,10,3
2658,137,20,180,79,1698,228,102,1140,3,4,3
2615,229,19,277,87,834,254,198,1445,3,4,3
2596,168,13,108,18,1400,245,144,424,3,11,3
2595,100,13,150,44,1315,221,107,366,3,4,3
2550,210,19,60,7,1368,254,182,1203,3,4,3
2546,95,27,330,152,979,190,50,824,3,4,3
2538,186,12,90,-11,1421,248,158,1332,3,3,3
2710,214,26,212,121,2876,254,191,1332,3,4,3
2537,99,14,127,37,1150,221,106,1052,3,4,3
2503,185,9,30,0,1142,246,158,1616,3,17,3
2562,94,3,376,17,1205,234,145,1348,3,3,3
2496,86,22,330,31,531,198,71,1008,3,4,3
2611,189,6,443,136,488,244,159,446,3,3,3
2652,72,6,361,58,1095,228,136,878,3,11,3
2526,4,13,268,78,1200,214,148,1006,3,10,3
2603,103,26,42,6,1463,195,54,285,3,10,3
2577,161,16,277,63,892,242,133,1574,3,4,3
2674,141,23,192,91,1924,226,95,2713,3,4,3
2545,224,31,90,25,1084,251,207,618,3,4,3
2341,98,15,60,-3,323,217,99,731,3,3,3
2688,217,24,270,54,3178,254,193,1616,3,4,3
2475,183,20,67,15,2003,249,152,242,3,3,3
2674,233,11,85,19,1865,250,186,1771,3,4,3
2417,44,14,150,13,1325,209,118,691,3,10,3
2517,208,27,175,103,1604,252,183,591,3,4,3
2644,258,6,306,4,1019,243,175,902,3,3,3
2562,124,7,268,-8,1187,235,135,1312,3,3,3
2596,175,11,210,59,1594,246,151,1597,3,4,3
2704,166,6,190,20,957,242,151,424,3,3,3
2578,219,9,150,-32,1252,249,175,1022,3,4,3
2608,183,5,255,63,2661,243,157,741,3,3,3
2677,178,6,180,-15,1775,244,155,162,3,4,3
2610,162,18,300,51,1572,242,130,2308,3,4,3
2452,121,14,42,0,742,228,112,722,3,4,3
2562,240,30,395,-37,760,248,224,1205,3,3,3
2375,216,12,30,-7,633,251,178,993,3,3,3
2309,45,15,201,42,150,206,114,1200,3,11,3
2439,154,17,228,-55,1124,239,125,1409,3,3,3
2451,86,23,153,58,792,195,66,1209,3,4,3
2730,94,21,297,97,2457,203,73,2221,3,10,3
2744,94,27,339,111,2469,189,50,2179,3,10,3
2702,198,19,218,96,2590,253,170,1112,3,4,3
2557,184,10,595,86,698,247,157,916,3,3,3
2629,32,9,330,-10,892,221,138,769,3,11,3
2769,48,11,192,39,2448,216,124,2192,3,32,3
2731,106,21,339,99,2509,209,76,2174,3,10,3
2634,173,16,180,-14,1415,246,145,911,3,3,3
2386,155,13,0,0,693,241,133,1048,3,3,3
2605,199,9,382,101,808,248,165,1531,3,3,3
2549,118,17,60,0,1302,223,98,1295,3,4,3
2758,140,7,182,28,2547,238,139,2167,3,11,3
2606,218,13,384,90,769,252,180,1615,3,4,3
2712,138,24,175,64,2192,223,89,2405,3,4,3
2604,96,7,180,0,1509,230,131,1061,3,3,3
2668,155,17,192,24,977,239,125,573,3,3,3
2493,146,2,67,4,1020,238,153,679,3,4,3
2616,232,8,339,71,1693,248,178,1899,3,3,3
2609,168,30,228,94,2118,235,116,858,3,4,3
2524,134,18,120,-25,1374,229,106,1426,3,4,3
2342,109,16,108,31,150,219,97,751,3,3,3
2536,355,21,67,47,1554,197,151,470,3,10,3
2478,225,36,90,13,591,246,212,1103,3,4,3
2864,127,9,636,134,2866,234,129,1776,3,32,3
2588,125,28,418,180,390,207,61,1341,3,4,3
2372,159,20,30,2,552,239,123,895,3,4,3
2336,157,7,30,-8,342,241,146,769,3,3,3
2618,205,13,339,189,1900,252,172,514,3,3,3
2640,341,11,127,33,1282,224,165,780,3,11,3
2680,178,27,210,96,1813,243,137,1321,3,4,3
2429,21,15,42,4,1712,207,132,247,3,10,3
2672,125,6,319,33,1790,236,139,2301,3,3,3
2703,153,5,216,19,937,240,148,421,3,3,3
2510,108,7,234,55,255,232,133,497,3,4,3
2556,90,28,499,158,1052,182,43,895,3,4,3
2817,110,22,511,184,2486,210,75,2016,3,10,3
2556,214,25,150,65,1019,254,190,685,3,4,3
2552,86,7,175,38,1213,228,130,1142,3,4,3
2531,53,14,323,71,1026,209,112,1290,3,4,3
2473,129,15,108,30,711,230,112,875,3,11,3
2574,229,4,212,51,1262,244,168,1273,3,3,3
2474,268,34,124,81,366,229,242,350,3,4,3
2756,149,13,90,4,1064,239,129,769,3,3,3
2676,84,9,170,20,1798,225,125,1746,3,11,3
2622,34,7,212,20,1707,224,141,924,3,3,3
2650,131,5,335,114,499,237,142,1465,3,3,3
2770,159,16,421,186,1622,242,132,1189,3,4,3
2484,130,25,234,38,2032,217,78,95,3,3,3
2409,51,16,85,1,1519,203,106,474,3,10,3
2758,146,14,120,6,1025,238,127,731,3,3,3
2539,133,17,95,9,1182,230,108,1282,3,4,3
2721,162,15,180,24,2064,243,136,390,3,4,3
2569,173,18,150,41,960,246,142,1458,3,4,3
2782,260,45,365,148,3115,216,251,1537,3,4,3
2629,115,36,513,221,485,179,19,1423,3,4,3
2593,189,34,124,58,2436,241,149,947,3,4,3
2565,232,19,342,66,2501,253,200,642,3,3,3
2770,224,29,342,125,3254,252,206,1648,3,4,3
2668,288,2,60,1,1922,239,164,1717,3,32,3
2562,171,23,108,34,1003,243,134,1465,3,4,3
2552,339,15,350,-49,1299,216,169,1114,3,10,3
2522,202,19,170,55,2165,253,174,376,3,4,3
2392,91,13,190,18,510,219,108,810,3,3,3
2598,158,13,362,63,1539,242,136,2067,3,4,3
2621,98,8,277,69,2737,228,126,845,3,3,3
2618,149,14,313,79,1449,239,128,1909,3,4,3
2457,110,25,270,120,424,204,64,907,3,4,3
2429,272,32,60,11,582,231,239,1092,3,4,3
2433,73,29,108,19,1559,171,43,417,3,10,3
2541,24,28,201,48,1478,168,98,488,3,10,3
2483,146,20,42,15,932,233,109,769,3,4,3
2564,140,31,285,-26,446,214,70,1146,3,4,3
2578,216,21,30,-3,1298,254,190,962,3,4,3
2379,74,15,90,9,446,211,102,819,3,4,3
2695,99,23,192,63,2449,202,67,2324,3,10,3
2745,329,11,342,68,1608,227,173,2030,3,11,3
2360,258,28,30,11,424,243,230,808,3,3,3
2627,163,11,0,0,1612,243,144,300,3,4,3
2681,111,10,240,57,1637,229,122,1209,3,11,3
2602,88,13,127,41,1542,218,107,1092,3,4,3
2651,95,12,391,32,1740,222,112,2178,3,3,3
2529,89,13,255,43,430,219,108,1282,3,3,3
2774,143,24,300,108,2200,227,95,2248,3,4,3
2747,198,5,300,36,2197,244,162,2439,3,4,3
2528,161,25,0,0,1342,236,116,402,3,4,3
2427,33,16,42,7,1684,205,121,283,3,10,3
2559,63,1,497,17,1142,236,153,1359,3,3,3
2613,164,31,242,13,474,232,108,1142,3,4,3
2502,151,27,421,94,408,228,97,1214,3,4,3
2751,167,8,150,18,942,243,150,524,3,3,3
2675,99,16,300,81,2268,216,95,825,3,3,3
2506,249,17,108,32,674,250,205,1008,3,4,3
2510,147,14,170,57,805,238,126,853,3,4,3
2433,255,28,30,11,895,244,230,907,3,14,3
2494,0,10,134,54,1209,222,154,830,3,3,3
2792,173,28,272,126,2112,240,129,2201,3,4,3
2596,206,20,335,176,1637,254,179,706,3,4,3
2598,109,30,90,37,1657,190,39,1110,3,3,3
2570,166,10,242,72,962,244,145,1307,3,3,3
2679,127,7,255,21,1847,236,136,2423,3,3,3
2640,211,36,30,27,2227,245,189,603,3,4,3
2703,148,21,272,124,1712,233,110,1165,3,4,3
2625,198,10,268,21,1655,249,166,785,3,3,3
2537,4,15,60,10,1273,211,147,1477,3,10,3
2496,189,28,30,18,2021,247,155,918,3,4,3
2584,165,7,0,0,2016,242,150,1489,3,4,3
2655,62,13,659,26,752,213,113,1200,3,11,3
2585,153,11,150,40,1840,241,138,1830,3,4,3
2547,112,27,552,-52,630,201,57,1318,3,4,3
2764,164,9,0,0,1187,243,147,959,3,3,3
2601,158,11,360,96,830,242,139,1489,3,3,3
2451,157,14,182,47,908,241,133,1265,3,3,3
2572,358,25,0,0,1463,184,143,633,3,10,3
2561,283,8,481,91,865,241,181,920,3,3,3
2725,59,10,30,-1,2340,219,124,2335,3,11,3
2617,207,11,433,103,713,250,172,1614,3,3,3
2785,131,16,541,151,2739,230,109,1973,3,10,3
2499,0,9,150,55,1206,223,154,859,3,3,3
2516,219,20,85,23,942,254,191,741,3,3,3
2584,179,13,175,46,1215,248,152,1172,3,4,3
2414,298,9,182,63,510,237,183,825,3,3,3
2714,192,23,150,101,2192,251,161,532,3,4,3
2394,207,11,234,27,1110,250,171,1549,3,3,3
2601,137,27,90,32,1128,217,77,680,3,13,3
2620,211,11,42,12,1527,250,174,323,3,4,3
2554,232,25,162,91,1521,253,209,1262,3,3,3
2404,86,17,120,58,457,209,91,892,3,4,3
2670,162,11,573,7,702,243,143,1302,3,11,3
2518,188,30,95,47,1461,245,151,480,3,4,3
2437,204,20,30,-5,1177,253,175,1136,3,16,3
2516,176,14,457,-83,648,247,150,1310,3,3,3
2653,158,17,192,-10,1401,240,128,864,3,3,3
2404,236,17,0,0,920,253,199,1200,3,16,3
2602,152,12,391,97,794,240,134,1482,3,3,3
2446,183,15,150,42,883,249,155,1249,3,3,3
2497,202,18,108,40,1142,253,173,607,3,4,3
2595,107,36,524,187,495,172,13,1400,3,4,3
2677,88,18,283,83,2277,207,86,816,3,3,3
2577,202,3,30,0,847,241,160,1383,3,11,3
2572,39,25,175,-27,864,176,86,1173,3,10,3
2561,156,10,201,26,1381,242,141,2089,3,4,3
2453,213,34,42,33,1509,248,193,600,3,4,3
2641,152,22,365,82,1657,235,112,2335,3,4,3
2717,119,21,212,75,2300,216,83,2364,3,10,3
2636,87,13,277,100,485,217,106,1556,3,3,3
2513,202,29,242,108,1343,250,175,953,3,4,3
2772,116,8,277,42,2631,232,129,2107,3,11,3
2530,251,23,366,157,750,249,218,1445,3,11,3
2502,79,15,162,16,309,211,98,1248,3,10,3
2463,131,20,201,63,430,226,98,940,3,4,3
2641,138,14,309,1,849,234,119,607,3,3,3
2562,113,27,579,-37,631,201,56,1312,3,4,3
2727,156,9,30,0,1077,241,142,659,3,3,3
2462,134,25,67,25,1072,220,83,726,3,4,3
2546,229,31,376,-53,633,250,213,1292,3,4,3
2480,240,24,30,12,834,252,214,853,3,4,3
2461,224,32,67,29,1150,250,207,1224,3,3,3
2536,187,15,228,69,2185,250,158,342,3,4,3
2447,176,13,42,7,1830,247,150,134,3,3,3
2540,128,17,360,104,365,228,106,446,3,4,3
2609,279,5,272,9,780,240,172,1222,3,4,3
2803,113,20,430,161,2349,215,84,2138,3,10,3
2625,0,20,108,41,1332,199,146,713,3,11,3
2530,236,27,382,-69,540,251,216,1187,3,4,3
2634,12,6,430,208,2098,228,151,484,3,3,3
2491,85,23,218,97,837,195,67,1290,3,4,3
2629,216,17,272,101,920,254,184,1173,3,3,3
2541,114,26,564,-58,600,204,61,1317,3,4,3
2628,86,18,700,28,742,207,86,1203,3,11,3
2422,254,35,60,22,543,237,239,1027,3,4,3
2425,190,23,67,16,1295,250,159,882,3,4,3
2877,101,23,680,244,2553,203,67,1848,3,10,3
2450,206,27,30,7,1205,252,180,1142,3,16,3
2624,120,29,108,41,1832,201,53,2804,3,4,3
2663,150,18,212,23,953,236,119,577,3,3,3
2597,358,18,201,63,1406,205,150,1605,3,10,3
2428,353,16,30,14,1687,210,156,268,3,16,3
2686,137,11,371,156,2337,236,129,930,3,3,3
2601,194,26,180,-27,1167,250,163,934,3,4,3
2602,81,17,571,2,812,208,92,1130,3,4,3
2656,66,11,524,35,883,217,117,1084,3,11,3
2606,141,15,247,78,891,235,119,1345,3,3,3
2594,225,21,313,-5,721,254,198,1265,3,4,3
2383,165,13,60,4,67,244,141,875,3,3,3
2557,131,17,210,74,1836,228,105,732,3,4,3
2652,204,3,459,124,722,242,161,1209,3,3,3
2490,221,37,85,61,1779,244,205,351,3,4,3
2396,265,11,67,5,660,245,193,987,3,3,3
2501,183,21,150,41,2054,249,151,201,3,4,3
2523,89,11,234,37,402,223,117,1266,3,3,3
2642,323,7,459,114,808,233,171,957,3,11,3
2617,233,24,301,89,914,253,208,1116,3,3,3
2425,55,22,85,5,1652,187,82,324,3,10,3
2734,176,13,313,145,2808,247,150,1293,3,3,3
2594,218,19,212,94,1172,254,190,1208,3,3,3
2779,103,23,424,146,2496,203,67,2094,3,10,3
2637,93,4,382,118,1539,233,142,1822,3,3,3
2437,86,23,85,17,1048,193,64,1084,3,4,3
2568,222,18,30,-4,1318,254,191,992,3,4,3
2523,119,11,300,68,324,231,121,541,3,4,3
2553,144,37,361,-46,402,204,54,1036,3,4,3
2638,69,9,408,66,1114,222,125,841,3,11,3
2596,223,24,309,181,1739,254,199,577,3,4,3
2520,189,18,190,62,2117,251,160,258,3,4,3
2760,99,8,190,30,2582,229,128,2080,3,11,3
2512,81,33,67,21,1584,162,21,1015,3,3,3
2503,157,17,150,9,1100,240,127,618,3,4,3
2642,123,8,108,33,1557,234,131,240,3,4,3
2658,71,19,108,25,1429,201,88,1423,3,11,3
2538,185,8,60,8,2117,246,158,2016,3,3,3
2707,220,21,306,100,2099,254,193,2539,3,4,3
2450,115,16,42,3,603,222,100,752,3,4,3
2690,118,21,216,61,2505,216,83,2297,3,10,3
2773,144,12,240,17,882,238,129,612,3,11,3
2414,66,20,67,-2,1648,195,84,342,3,10,3
2606,98,20,127,47,1374,207,78,309,3,4,3
2379,158,8,42,5,579,242,146,942,3,3,3
2731,132,21,408,97,2509,223,92,2167,3,10,3
2457,86,16,0,0,1057,212,97,1414,3,4,3
2464,171,23,60,7,1310,243,133,612,3,4,3
2645,177,33,240,119,2271,237,128,967,3,4,3
2666,89,20,277,79,2239,203,78,797,3,3,3
2432,140,11,0,0,924,237,129,1282,3,4,3
2542,115,22,295,-9,417,212,76,1189,3,4,3
2440,185,11,212,-25,1062,248,158,1342,3,3,3
2568,210,25,150,48,1040,254,186,674,3,4,3
2487,167,28,218,101,242,237,119,932,3,4,3
2564,184,21,180,55,2042,249,152,870,3,4,3
2448,249,36,90,-16,569,238,237,1082,3,4,3
2598,345,11,458,37,595,222,163,785,3,11,3
2722,156,9,361,116,2581,241,142,1095,3,3,3
2639,199,27,175,35,1839,251,171,1519,3,3,3
2476,184,20,95,18,1994,249,153,182,3,3,3
2530,195,19,108,34,1106,252,166,1261,3,4,3
2775,56,9,228,45,2514,221,129,2125,3,32,3
2557,91,18,258,33,1183,208,85,1184,3,4,3
2418,137,15,268,77,871,233,116,1279,3,3,3
2699,143,11,430,-24,671,238,130,180,3,4,3
2432,127,7,319,91,960,236,136,1350,3,3,3
2481,105,11,42,-7,1261,226,116,931,3,3,3
2651,348,7,454,123,741,229,160,1045,3,3,3
2567,17,25,150,39,1302,180,116,1584,3,10,3
2543,146,17,124,-6,1436,236,119,1243,3,4,3
2443,228,19,95,39,924,254,198,1290,3,3,3
2526,128,27,570,118,540,211,68,1266,3,4,3
2471,145,25,247,92,277,227,95,1012,3,4,3
2445,106,25,240,108,404,201,61,882,3,4,3
2488,75,33,90,28,1396,161,26,981,3,3,3
2410,240,21,30,4,949,252,209,1200,3,16,3
2403,206,8,67,18,541,248,168,938,3,4,3
2695,166,9,218,26,957,244,148,480,3,3,3
2644,0,8,362,91,607,225,154,1106,3,3,3
2577,258,23,467,86,745,246,222,1168,3,3,3
2529,217,30,42,23,1699,252,198,417,3,4,3
2622,209,32,134,75,1798,249,185,300,3,4,3
2494,119,27,120,34,979,205,59,1377,3,4,3
2555,171,18,124,74,1914,245,139,834,3,4,3
2628,27,17,335,88,1206,201,122,752,3,11,3
2551,332,25,437,-48,942,200,180,1025,3,10,3
2491,215,34,180,65,1948,248,196,182,3,4,3
2517,154,14,120,57,1073,240,131,1471,3,4,3
2819,108,21,552,187,2580,210,78,1963,3,10,3
2341,148,10,0,0,283,239,136,721,3,4,3
2408,160,6,150,-13,721,241,149,1024,3,3,3
2483,141,16,210,18,457,233,115,969,3,4,3
2590,54,19,571,-9,872,197,95,1071,3,4,3
2522,178,27,42,13,2147,244,138,900,3,4,3
2726,172,9,30,1,1071,245,151,633,3,3,3
2541,142,30,90,0,1398,216,74,430,3,4,3
2522,170,29,309,136,323,237,121,990,3,4,3
2799,100,21,450,166,2443,206,74,2082,3,10,3
2536,123,10,175,33,878,233,126,1421,3,4,3
2561,200,10,582,101,659,249,167,849,3,3,3
2444,121,28,270,107,382,205,59,875,3,4,3
2341,51,6,0,0,201,226,138,666,3,4,3
2535,130,7,446,32,932,236,136,1298,3,17,3
2617,32,16,150,17,685,204,121,1318,3,10,3
2513,127,11,212,55,900,232,122,890,3,3,3
2585,202,35,30,26,2737,245,174,967,3,4,3
2590,99,3,30,-4,2135,235,146,1528,3,17,3
2493,113,17,95,35,960,221,97,778,3,4,3
2567,154,33,120,3,1438,221,85,395,3,4,3
2613,151,7,234,68,1704,240,143,1804,3,3,3
2612,105,14,636,12,760,222,105,1180,3,11,3
2578,162,9,309,81,900,243,145,1315,3,3,3
2559,169,22,212,75,891,242,131,819,3,4,3
2634,1,12,342,75,560,218,152,1022,3,3,3
2563,62,4,569,14,1154,232,145,1423,3,3,3
2557,179,10,576,95,671,246,154,890,3,3,3
2509,134,27,170,55,725,216,76,849,3,4,3
2589,104,4,0,0,2060,234,143,1548,3,17,3
2586,74,7,150,-11,1419,227,132,1213,3,3,3
2793,160,23,552,159,2644,238,118,2021,3,4,3
2436,114,13,134,-3,1875,226,111,67,3,3,3
2726,107,16,379,147,1589,219,98,1050,3,3,3
